Gasto,Ingreso,Nivel de Riesgo
1776,3314,Crítico
296,4863,Aceptable
1371,4239,Alerta
1030,2190,Crítico
940,3601,Alerta
1168,4241,Alerta
1234,3555,Alerta
299,1644,Aceptable
1236,1546,Crítico
1241,2047,Crítico
1232,1861,Crítico
1394,2948,Crítico
704,2251,Alerta
1542,1469,Crítico
867,3620,Alerta
650,2377,Alerta
945,3180,Alerta
905,1544,Crítico
759,2770,Alerta
1358,3561,Crítico
447,4251,Aceptable
1492,4338,Alerta
702,1945,Crítico
1578,1433,Crítico
240,2382,Aceptable
419,1870,Alerta
1277,4574,Alerta
1499,3963,Crítico
1752,1268,Crítico
116,2852,Aceptable
19,3818,Aceptable
872,2380,Crítico
412,4917,Aceptable
208,1777,Aceptable
1604,1945,Crítico
229,3094,Aceptable
1117,1317,Crítico
6,4501,Aceptable
1018,1161,Crítico
238,1059,Alerta
214,2820,Aceptable
1727,3630,Crítico
508,1548,Alerta
702,1159,Crítico
1257,1167,Crítico
876,2511,Alerta
1199,2776,Crítico
498,3036,Aceptable
368,3737,Aceptable
137,2160,Aceptable
625,1102,Crítico
848,1048,Crítico
1629,1536,Crítico
899,1631,Crítico
511,4421,Aceptable
1619,3854,Crítico
1642,2025,Crítico
1181,4936,Alerta
1083,2851,Crítico
331,1950,Aceptable
71,3226,Aceptable
634,3261,Aceptable
1348,3363,Crítico
708,2374,Alerta
95,1368,Aceptable
1597,2476,Crítico
117,4060,Aceptable
621,1750,Crítico
562,2841,Aceptable
1038,2429,Crítico
806,1046,Crítico
254,3404,Aceptable
1699,1042,Crítico
1368,4575,Alerta
1213,2714,Crítico
403,1916,Alerta
829,3655,Alerta
1647,3718,Crítico
974,1455,Crítico
1583,3048,Crítico
707,4843,Aceptable
96,2222,Aceptable
1764,3748,Crítico
585,3010,Aceptable
1609,4203,Crítico
1344,4938,Alerta
642,2319,Alerta
884,3502,Alerta
1249,4423,Alerta
610,4143,Aceptable
1375,2581,Crítico
1187,1467,Crítico
1426,3291,Crítico
979,4619,Alerta
853,2063,Crítico
1066,4620,Alerta
1070,4193,Alerta
395,2212,Aceptable
700,4322,Aceptable
866,1485,Crítico
838,3425,Alerta
1344,4944,Alerta
479,2864,Aceptable
1656,3743,Crítico
564,1083,Crítico
239,2492,Aceptable
694,3958,Aceptable
408,2708,Aceptable
812,3433,Alerta
330,3200,Aceptable
319,3549,Aceptable
312,3121,Aceptable
1681,2904,Crítico
1020,4198,Alerta
1500,1876,Crítico
743,4822,Aceptable
1076,2192,Crítico
950,1251,Crítico
1355,3522,Crítico
264,1205,Alerta
1333,3944,Alerta
693,1566,Crítico
413,2224,Aceptable
1450,2087,Crítico
1603,3100,Crítico
1588,1531,Crítico
15,4348,Aceptable
1470,4757,Alerta
131,2988,Aceptable
825,4192,Aceptable
501,2247,Alerta
1187,4729,Alerta
640,2896,Alerta
218,4253,Aceptable
14,3583,Aceptable
1276,4667,Alerta
1321,4114,Alerta
308,3200,Aceptable
1753,4751,Crítico
874,4498,Aceptable
122,2338,Aceptable
59,1831,Aceptable
1031,4048,Alerta
764,3040,Alerta
222,1432,Aceptable
326,3412,Aceptable
449,1686,Alerta
1608,2621,Crítico
308,1435,Alerta
812,2915,Alerta
958,3609,Alerta
220,4174,Aceptable
1608,1974,Crítico
1269,4097,Alerta
1456,3860,Crítico
1607,4637,Alerta
389,1477,Alerta
1022,1204,Crítico
1715,4875,Crítico
1595,2485,Crítico
1294,2058,Crítico
939,3003,Alerta
871,1895,Crítico
969,2762,Crítico
1491,2732,Crítico
579,1515,Crítico
158,1747,Aceptable
1045,3261,Alerta
489,2825,Aceptable
1090,3851,Alerta
863,3436,Alerta
1561,1771,Crítico
1267,4400,Alerta
1385,4745,Alerta
1190,3669,Alerta
403,3518,Aceptable
234,3678,Aceptable
996,2714,Crítico
166,4765,Aceptable
1140,2679,Crítico
122,3814,Aceptable
1285,2721,Crítico
1506,2442,Crítico
427,2414,Aceptable
1355,4029,Alerta
22,1662,Aceptable
289,1309,Alerta
264,1883,Aceptable
611,3144,Aceptable
36,4365,Aceptable
1337,4575,Alerta
393,4276,Aceptable
1370,1104,Crítico
1251,2761,Crítico
1505,4573,Alerta
1407,4327,Alerta
1297,3972,Alerta
638,3530,Aceptable
504,4512,Aceptable
1492,2443,Crítico
881,2378,Crítico
910,2182,Crítico
1119,3715,Alerta
300,2334,Aceptable
844,3174,Alerta
1123,2942,Crítico
1295,3988,Alerta
315,4077,Aceptable
470,4884,Aceptable
1537,2974,Crítico
20,3701,Aceptable
183,3030,Aceptable
367,4549,Aceptable
900,4636,Aceptable
1704,4859,Crítico
9,4613,Aceptable
1115,4444,Alerta
928,1772,Crítico
908,3541,Alerta
1516,1568,Crítico
1233,4636,Alerta
683,4735,Aceptable
1696,1689,Crítico
214,2915,Aceptable
360,3822,Aceptable
1153,3611,Alerta
382,1206,Alerta
1118,2792,Crítico
1646,4681,Crítico
443,1743,Alerta
1112,2586,Crítico
1599,2342,Crítico
694,4665,Aceptable
44,4409,Aceptable
734,2097,Crítico
203,3116,Aceptable
617,4604,Aceptable
757,3910,Aceptable
1104,1774,Crítico
322,1431,Alerta
1491,4141,Crítico
828,1267,Crítico
264,4641,Aceptable
1643,4620,Crítico
1613,4843,Alerta
1165,2559,Crítico
95,1733,Aceptable
1051,4355,Alerta
291,3758,Aceptable
1310,1906,Crítico
1536,1907,Crítico
225,2904,Aceptable
1204,4327,Alerta
1536,4388,Crítico
1287,2595,Crítico
622,3596,Aceptable
1433,4562,Alerta
1458,1180,Crítico
1248,3318,Crítico
1468,2755,Crítico
644,1859,Alerta
756,4743,Aceptable
1782,1267,Crítico
1475,3837,Crítico
574,4067,Aceptable
1089,1503,Crítico
605,3765,Aceptable
1399,3626,Crítico
1037,1558,Crítico
1793,1676,Crítico
964,1971,Crítico
516,1258,Crítico
955,1152,Crítico
847,1528,Crítico
353,2518,Aceptable
569,2173,Alerta
11,4290,Aceptable
1449,1420,Crítico
1298,1933,Crítico
1539,3407,Crítico
1515,4606,Alerta
1715,1297,Crítico
543,3645,Aceptable
1600,4019,Crítico
90,1975,Aceptable
1425,1068,Crítico
654,4413,Aceptable
712,1466,Crítico
1528,3177,Crítico
1285,3349,Crítico
1449,4813,Alerta
291,3363,Aceptable
1557,4200,Crítico
60,3401,Aceptable
443,1393,Alerta
221,4777,Aceptable
755,2303,Alerta
1728,1552,Crítico
1190,2666,Crítico
271,1119,Alerta
1277,3241,Crítico
1443,4797,Alerta
950,4757,Aceptable
1057,3427,Alerta
191,4509,Aceptable
1195,1442,Crítico
56,3631,Aceptable
660,2121,Alerta
1600,3018,Crítico
670,2989,Alerta
809,1728,Crítico
1404,4191,Alerta
311,4490,Aceptable
1642,3907,Crítico
285,4188,Aceptable
1233,4961,Alerta
1111,3637,Alerta
1696,1715,Crítico
1138,2371,Crítico
588,3142,Aceptable
1660,1514,Crítico
920,3311,Alerta
1167,3229,Crítico
1368,3429,Crítico
798,4964,Aceptable
496,4864,Aceptable
1038,4046,Alerta
1101,3755,Alerta
243,4550,Aceptable
457,4120,Aceptable
226,3821,Aceptable
195,2940,Aceptable
954,2755,Alerta
123,2924,Aceptable
362,3354,Aceptable
1391,2645,Crítico
1168,2303,Crítico
1178,2784,Crítico
1531,1945,Crítico
45,3108,Aceptable
1356,1639,Crítico
733,4925,Aceptable
529,1735,Alerta
769,1946,Crítico
1022,4449,Alerta
1606,3584,Crítico
1637,1143,Crítico
1536,2132,Crítico
1121,1627,Crítico
1343,2369,Crítico
167,3723,Aceptable
1789,2741,Crítico
1024,3387,Alerta
220,2508,Aceptable
1095,3362,Alerta
650,1678,Crítico
791,1440,Crítico
185,2213,Aceptable
1249,3695,Alerta
801,1037,Crítico
712,2543,Alerta
734,2170,Alerta
548,4977,Aceptable
739,2715,Alerta
595,3972,Aceptable
75,3479,Aceptable
628,2797,Alerta
314,4455,Aceptable
451,2607,Aceptable
1260,1151,Crítico
642,3777,Aceptable
1009,2376,Crítico
837,3821,Alerta
539,1515,Crítico
10,4520,Aceptable
485,1886,Alerta
971,4355,Alerta
1103,3001,Crítico
987,3766,Alerta
121,3132,Aceptable
1680,3481,Crítico
466,3561,Aceptable
28,2097,Aceptable
1008,4158,Alerta
13,2276,Aceptable
1061,4465,Alerta
645,1065,Crítico
1663,2666,Crítico
315,1212,Alerta
1704,2544,Crítico
1687,2355,Crítico
161,2095,Aceptable
210,3603,Aceptable
1164,2424,Crítico
1013,4223,Alerta
722,1752,Crítico
530,4692,Aceptable
1634,1991,Crítico
62,3953,Aceptable
1695,2876,Crítico
956,3953,Alerta
1692,1931,Crítico
1241,1297,Crítico
160,1515,Aceptable
1300,3220,Crítico
1665,4134,Crítico
115,4512,Aceptable
935,2255,Crítico
1542,1579,Crítico
449,2523,Aceptable
1580,3824,Crítico
1421,4219,Alerta
1003,3888,Alerta
1365,4898,Alerta
1009,1838,Crítico
1653,1798,Crítico
1770,1653,Crítico
770,2313,Alerta
1613,2326,Crítico
506,1693,Alerta
1068,4737,Alerta
1707,2519,Crítico
1248,1340,Crítico
196,3011,Aceptable
1257,2390,Crítico
292,3119,Aceptable
889,4668,Aceptable
551,3627,Aceptable
499,2870,Aceptable
218,1279,Aceptable
1567,1748,Crítico
1332,2213,Crítico
1672,1839,Crítico
1717,1022,Crítico
1002,2571,Crítico
77,4737,Aceptable
845,4195,Alerta
1455,4544,Alerta
482,2208,Alerta
533,1672,Alerta
1439,1887,Crítico
1473,2901,Crítico
1478,3274,Crítico
597,1796,Alerta
794,2648,Alerta
771,4093,Aceptable
688,1569,Crítico
67,4256,Aceptable
1720,1089,Crítico
189,2328,Aceptable
1352,2760,Crítico
853,1440,Crítico
1289,3232,Crítico
104,1337,Aceptable
654,3312,Aceptable
1635,4602,Crítico
1780,1016,Crítico
986,4155,Alerta
980,1410,Crítico
1514,4056,Crítico
1736,2918,Crítico
1430,4107,Alerta
1595,3874,Crítico
986,3366,Alerta
567,1331,Crítico
545,3879,Aceptable
1692,1831,Crítico
593,4232,Aceptable
683,3030,Alerta
1439,4363,Alerta
147,4019,Aceptable
236,3461,Aceptable
537,3409,Aceptable
1401,2330,Crítico
1331,4084,Alerta
1296,4823,Alerta
1027,2524,Crítico
215,3685,Aceptable
1130,1381,Crítico
714,2772,Alerta
87,2762,Aceptable
467,1783,Alerta
297,3550,Aceptable
249,4861,Aceptable
600,2620,Alerta
1105,3468,Alerta
255,4962,Aceptable
134,2488,Aceptable
881,2254,Crítico
1606,1131,Crítico
1322,4539,Alerta
1023,4228,Alerta
62,2125,Aceptable
454,3232,Aceptable
360,4260,Aceptable
600,4255,Aceptable
262,3635,Aceptable
220,1451,Aceptable
241,1915,Aceptable
1237,1501,Crítico
608,2931,Alerta
1464,2354,Crítico
1080,1820,Crítico
313,3940,Aceptable
6,4843,Aceptable
151,1481,Aceptable
885,2152,Crítico
1322,4317,Alerta
1647,3019,Crítico
526,2489,Alerta
1398,2345,Crítico
1800,3434,Crítico
1525,3556,Crítico
966,1061,Crítico
1538,2771,Crítico
5,4256,Aceptable
1517,2191,Crítico
1135,1159,Crítico
716,1734,Crítico
500,4361,Aceptable
381,4437,Aceptable
719,3359,Alerta
1393,2978,Crítico
345,2532,Aceptable
389,2471,Aceptable
801,1564,Crítico
840,4257,Aceptable
370,3797,Aceptable
912,4189,Alerta
1679,1212,Crítico
578,4234,Aceptable
1185,2327,Crítico
80,2435,Aceptable
751,3058,Alerta
1382,4745,Alerta
660,2366,Alerta
113,2273,Aceptable
1681,2460,Crítico
1651,1297,Crítico
1695,4159,Crítico
1086,4563,Alerta
3,4931,Aceptable
1596,4984,Alerta
1443,4940,Alerta
828,1417,Crítico
395,3034,Aceptable
107,3449,Aceptable
790,1973,Crítico
295,4520,Aceptable
1320,1490,Crítico
77,3515,Aceptable
1358,4161,Alerta
806,4971,Aceptable
432,3196,Aceptable
964,3823,Alerta
207,2563,Aceptable
1214,3990,Alerta
453,3053,Aceptable
1686,3974,Crítico
1405,2238,Crítico
390,3077,Aceptable
1217,2680,Crítico
1469,1357,Crítico
1113,1300,Crítico
572,3930,Aceptable
1370,1078,Crítico
1317,3554,Crítico
429,4938,Aceptable
99,1250,Aceptable
1229,1116,Crítico
829,1974,Crítico
846,4259,Aceptable
1759,3083,Crítico
1154,1061,Crítico
1517,1842,Crítico
570,1657,Alerta
1250,3084,Crítico
1170,4879,Alerta
1466,4328,Alerta
1410,3015,Crítico
693,2240,Alerta
264,2194,Aceptable
706,4310,Aceptable
1459,3405,Crítico
86,3919,Aceptable
507,2847,Aceptable
437,3763,Aceptable
1321,3566,Crítico
45,3519,Aceptable
259,3215,Aceptable
1526,4701,Alerta
417,1714,Alerta
1351,4677,Alerta
1355,1432,Crítico
104,4493,Aceptable
384,1129,Alerta
222,3939,Aceptable
168,3951,Aceptable
1598,3842,Crítico
313,3206,Aceptable
1476,3191,Crítico
1402,1643,Crítico
965,1091,Crítico
201,4051,Aceptable
1775,1560,Crítico
1401,1160,Crítico
1503,2869,Crítico
202,3442,Aceptable
1557,3427,Crítico
444,3276,Aceptable
548,2331,Alerta
275,4160,Aceptable
1429,3631,Crítico
299,4902,Aceptable
278,1167,Alerta
1185,1610,Crítico
100,4216,Aceptable
1246,3649,Alerta
201,2113,Aceptable
1333,2120,Crítico
91,2537,Aceptable
138,3843,Aceptable
544,1354,Crítico
1038,1628,Crítico
407,4624,Aceptable
999,4449,Alerta
727,1230,Crítico
1722,4411,Crítico
1469,1162,Crítico
104,1955,Aceptable
966,3839,Alerta
993,1294,Crítico
894,2721,Alerta
1631,2218,Crítico
1352,1653,Crítico
1161,1840,Crítico
27,2139,Aceptable
732,1290,Crítico
1642,3531,Crítico
1363,1461,Crítico
1624,3965,Crítico
269,4809,Aceptable
663,4807,Aceptable
671,1407,Crítico
792,4976,Aceptable
1417,1274,Crítico
1457,1661,Crítico
82,3486,Aceptable
1100,1559,Crítico
1026,1385,Crítico
1547,2199,Crítico
1740,4039,Crítico
144,2847,Aceptable
1551,2954,Crítico
235,4733,Aceptable
372,3441,Aceptable
507,1232,Crítico
1479,1246,Crítico
879,2170,Crítico
1558,2278,Crítico
1082,2063,Crítico
85,3715,Aceptable
794,4204,Aceptable
751,4530,Aceptable
100,4782,Aceptable
1211,2691,Crítico
61,1399,Aceptable
1694,2137,Crítico
995,3793,Alerta
1659,2402,Crítico
320,3507,Aceptable
953,2894,Alerta
1444,4545,Alerta
1571,1225,Crítico
1501,1469,Crítico
1462,1803,Crítico
91,2194,Aceptable
633,2188,Alerta
1671,3372,Crítico
1219,2531,Crítico
206,4108,Aceptable
599,3376,Aceptable
1026,1668,Crítico
1282,3984,Alerta
959,4083,Alerta
423,2439,Aceptable
316,1007,Alerta
1348,3340,Crítico
1015,4846,Alerta
1115,2402,Crítico
894,2242,Crítico
216,3493,Aceptable
243,4690,Aceptable
758,4053,Aceptable
850,4962,Aceptable
239,3530,Aceptable
491,1807,Alerta
557,2452,Alerta
269,2290,Aceptable
577,3663,Aceptable
578,4807,Aceptable
1018,4326,Alerta
1545,2524,Crítico
14,4177,Aceptable
319,4270,Aceptable
1663,2339,Crítico
664,2947,Alerta
69,4712,Aceptable
458,1392,Alerta
1361,1097,Crítico
1421,4538,Alerta
1435,3738,Crítico
451,3426,Aceptable
1697,2282,Crítico
892,1340,Crítico
1316,3335,Crítico
1545,3185,Crítico
1796,2683,Crítico
541,2276,Alerta
736,1245,Crítico
1084,2937,Crítico
1013,3132,Alerta
1453,2045,Crítico
316,4957,Aceptable
1087,3015,Crítico
1478,4675,Alerta
515,3468,Aceptable
469,2898,Aceptable
672,1309,Crítico
84,3856,Aceptable
1504,3382,Crítico
1316,4924,Alerta
404,2987,Aceptable
1358,3978,Alerta
1387,4618,Alerta
502,4135,Aceptable
1203,4486,Alerta
119,1660,Aceptable
701,3544,Aceptable
993,2447,Crítico
1719,3527,Crítico
581,1387,Crítico
37,4298,Aceptable
1650,1557,Crítico
124,1379,Aceptable
742,3579,Alerta
921,2879,Alerta
870,2599,Alerta
499,2254,Alerta
183,4418,Aceptable
979,2116,Crítico
423,2051,Alerta
424,2106,Alerta
937,3252,Alerta
741,2783,Alerta
731,4723,Aceptable
789,1802,Crítico
781,2076,Crítico
1782,2685,Crítico
975,2609,Crítico
1658,1749,Crítico
1019,3982,Alerta
1690,1823,Crítico
1140,4028,Alerta
1619,1576,Crítico
79,3696,Aceptable
1410,1016,Crítico
802,1889,Crítico
625,4024,Aceptable
339,2688,Aceptable
353,2161,Aceptable
725,1302,Crítico
1516,4662,Alerta
154,1266,Aceptable
708,3258,Alerta
1601,4425,Crítico
1209,3098,Crítico
804,2558,Alerta
1520,1457,Crítico
671,2168,Alerta
1547,4609,Alerta
1587,1098,Crítico
107,2460,Aceptable
638,1115,Crítico
936,4345,Alerta
1284,3969,Alerta
986,2112,Crítico
1453,1986,Crítico
278,2138,Aceptable
1477,1728,Crítico
620,4073,Aceptable
416,3618,Aceptable
1202,4834,Alerta
1606,4477,Crítico
686,3381,Alerta
363,2925,Aceptable
513,1008,Crítico
628,2011,Alerta
885,4589,Aceptable
571,4684,Aceptable
437,2081,Alerta
451,2178,Alerta
1367,2596,Crítico
459,4010,Aceptable
576,1853,Alerta
1439,1037,Crítico
24,3730,Aceptable
1718,2480,Crítico
657,3198,Alerta
397,3568,Aceptable
1022,4157,Alerta
1618,2065,Crítico
739,2269,Alerta
109,3248,Aceptable
1255,1832,Crítico
789,2638,Alerta
1018,1010,Crítico
1170,1627,Crítico
131,4566,Aceptable
701,2652,Alerta
1661,4586,Crítico
131,2898,Aceptable
856,4898,Aceptable
651,4843,Aceptable
771,3253,Alerta
29,4762,Aceptable
1702,2944,Crítico
1263,4804,Alerta
1617,1287,Crítico
1311,1434,Crítico
892,3349,Alerta
1315,3209,Crítico
492,2456,Alerta
46,4523,Aceptable
1767,3443,Crítico
1694,4672,Crítico
90,1568,Aceptable
1678,4956,Alerta
404,2658,Aceptable
1142,3032,Crítico
1034,4974,Alerta
1450,1228,Crítico
242,1764,Aceptable
1382,2781,Crítico
1237,1333,Crítico
1113,4449,Alerta
1242,2617,Crítico
161,1721,Aceptable
971,1811,Crítico
1424,1599,Crítico
1371,3354,Crítico
1332,4198,Alerta
442,3910,Aceptable
1423,2272,Crítico
537,3277,Aceptable
294,4164,Aceptable
756,4617,Aceptable
972,1047,Crítico
1353,2073,Crítico
563,4008,Aceptable
1454,2368,Crítico
1279,3706,Alerta
445,3785,Aceptable
1272,4308,Alerta
1187,4641,Alerta
3,2878,Aceptable
782,1623,Crítico
529,1305,Crítico
1343,1483,Crítico
13,4968,Aceptable
1762,3408,Crítico
505,1156,Crítico
888,3382,Alerta
80,2250,Aceptable
979,3641,Alerta
1314,1715,Crítico
1354,1684,Crítico
1350,1071,Crítico
563,1150,Crítico
404,2591,Aceptable
281,4736,Aceptable
360,4255,Aceptable
180,4865,Aceptable
937,2127,Crítico
88,2697,Aceptable
1534,3703,Crítico
33,2898,Aceptable
1780,4817,Crítico
1361,1957,Crítico
1419,4040,Crítico
1346,3542,Crítico
1219,4296,Alerta
1487,2088,Crítico
522,2405,Alerta
897,4112,Alerta
642,4458,Aceptable
213,2393,Aceptable
766,2928,Alerta
555,2338,Alerta
260,1666,Aceptable
73,3738,Aceptable
523,1420,Crítico
149,4916,Aceptable
521,4561,Aceptable
1580,3591,Crítico
622,2453,Alerta
1564,4720,Alerta
509,3971,Aceptable
702,2411,Alerta
824,2242,Crítico
1567,2062,Crítico
137,2610,Aceptable
121,2309,Aceptable
1146,3900,Alerta
284,2761,Aceptable
1134,4146,Alerta
1041,1849,Crítico
891,4198,Alerta
1795,3346,Crítico
289,3336,Aceptable
1526,2834,Crítico
656,2292,Alerta
700,2235,Alerta
1503,1387,Crítico
1737,1792,Crítico
375,4785,Aceptable
1479,4098,Crítico
577,2625,Alerta
1794,2375,Crítico
902,1911,Crítico
495,1631,Alerta
1776,2537,Crítico
1712,4466,Crítico
1073,2965,Crítico
827,4352,Aceptable
301,1593,Aceptable
1304,3380,Crítico
1238,3090,Crítico
1004,3619,Alerta
788,4021,Aceptable
1413,4539,Alerta
1048,3532,Alerta
1319,1763,Crítico
41,4338,Aceptable
832,4043,Alerta
1528,3517,Crítico
963,2601,Crítico
290,1899,Aceptable
1264,3380,Crítico
620,3635,Aceptable
694,1378,Crítico
567,2572,Alerta
1336,3665,Crítico
1422,2849,Crítico
985,3399,Alerta
1139,3949,Alerta
1577,4718,Alerta
520,4949,Aceptable
889,2167,Crítico
315,2287,Aceptable
1675,2697,Crítico
925,2497,Crítico
941,2363,Crítico
1064,1429,Crítico
196,1995,Aceptable
1775,3918,Crítico
1212,3126,Crítico
1338,1047,Crítico
163,1773,Aceptable
883,3860,Alerta
564,4461,Aceptable
87,1961,Aceptable
111,1744,Aceptable
1087,4156,Alerta
722,1367,Crítico
934,1561,Crítico
1641,1344,Crítico
1026,2827,Crítico
1235,3734,Alerta
262,4613,Aceptable
187,4768,Aceptable
877,3789,Alerta
312,1594,Aceptable
439,1749,Alerta
1473,4526,Alerta
882,1594,Crítico
653,1223,Crítico
828,3460,Alerta
1171,2275,Crítico
1199,3003,Crítico
1113,3491,Alerta
1773,4795,Crítico
602,1913,Alerta
882,3367,Alerta
461,3293,Aceptable
45,4639,Aceptable
680,1448,Crítico
353,1583,Alerta
875,3527,Alerta
338,1784,Aceptable
1457,4545,Alerta
1544,3996,Crítico
697,4087,Aceptable
419,1259,Alerta
1045,4603,Alerta
1506,1596,Crítico
949,4163,Alerta
1055,3968,Alerta
1134,4587,Alerta
162,2976,Aceptable
434,2064,Alerta
565,4151,Aceptable
1075,4207,Alerta
215,2209,Aceptable
722,4488,Aceptable
793,1139,Crítico
64,2066,Aceptable
599,1899,Alerta
104,2523,Aceptable
1191,3065,Crítico
280,3420,Aceptable
1695,2679,Crítico
210,1929,Aceptable
719,2988,Alerta
146,3444,Aceptable
1728,2872,Crítico
1598,4836,Alerta
49,1695,Aceptable
717,4960,Aceptable
588,1398,Crítico
65,4256,Aceptable
1000,1083,Crítico
1662,4318,Crítico
829,2014,Crítico
458,4575,Aceptable
843,4169,Alerta
32,4062,Aceptable
1516,1150,Crítico
230,2622,Aceptable
1072,1098,Crítico
1666,4954,Alerta
1004,3199,Alerta
622,1236,Crítico
1065,2603,Crítico
382,2571,Aceptable
1428,3972,Crítico
1760,4311,Crítico
525,4380,Aceptable
372,3962,Aceptable
581,2492,Alerta
889,1394,Crítico
1307,4033,Alerta
1265,3986,Alerta
335,4482,Aceptable
192,4274,Aceptable
26,3151,Aceptable
267,4970,Aceptable
1255,3531,Crítico
813,3385,Alerta
151,3796,Aceptable
1169,1678,Crítico
909,2916,Alerta
1251,4370,Alerta
634,3998,Aceptable
1243,1020,Crítico
1737,2490,Crítico
44,2843,Aceptable
105,2931,Aceptable
204,3483,Aceptable
191,3545,Aceptable
612,4942,Aceptable
391,2268,Aceptable
505,2248,Alerta
403,3627,Aceptable
412,3232,Aceptable
1080,1947,Crítico
466,1039,Crítico
395,2299,Aceptable
1221,1571,Crítico
1730,1648,Crítico
613,3589,Aceptable
1319,1912,Crítico
1450,4760,Alerta
145,2959,Aceptable
1453,4859,Alerta
829,3807,Alerta
1687,2388,Crítico
341,4182,Aceptable
261,3954,Aceptable
1181,3267,Crítico
287,3304,Aceptable
956,4456,Alerta
973,2389,Crítico
186,4195,Aceptable
15,2765,Aceptable
1164,1084,Crítico
212,2351,Aceptable
462,3683,Aceptable
1313,3576,Crítico
782,2977,Alerta
1192,2578,Crítico
1603,1723,Crítico
517,2342,Alerta
1366,3370,Crítico
599,3541,Aceptable
171,2720,Aceptable
785,4263,Aceptable
1722,2937,Crítico
969,1631,Crítico
698,3267,Alerta
1146,4022,Alerta
131,3609,Aceptable
881,3850,Alerta
734,4736,Aceptable
596,1336,Crítico
1146,4244,Alerta
990,1588,Crítico
816,3285,Alerta
1757,3766,Crítico
1095,1716,Crítico
1791,3915,Crítico
873,3452,Alerta
50,3720,Aceptable
1438,1311,Crítico
116,1466,Aceptable
1198,2436,Crítico
1341,2531,Crítico
1612,1204,Crítico
1659,1354,Crítico
691,1270,Crítico
1325,1861,Crítico
847,2878,Alerta
828,1574,Crítico
1587,3730,Crítico
463,1629,Alerta
1074,3340,Alerta
1534,2074,Crítico
439,1559,Alerta
1425,1212,Crítico
464,1897,Alerta
970,4296,Alerta
1311,4107,Alerta
282,4439,Aceptable
1168,3717,Alerta
1336,4002,Alerta
1783,1855,Crítico
1641,3434,Crítico
43,4522,Aceptable
1383,3548,Crítico
470,2911,Aceptable
997,4117,Alerta
783,1937,Crítico
519,4203,Aceptable
1471,3093,Crítico
1502,1216,Crítico
712,2316,Alerta
708,3439,Alerta
1758,1377,Crítico
261,3408,Aceptable
1794,4981,Crítico
1158,4316,Alerta
899,3100,Alerta
69,1032,Aceptable
50,4452,Aceptable
879,1874,Crítico
256,4903,Aceptable
1041,2263,Crítico
547,1073,Crítico
387,3697,Aceptable
980,3206,Alerta
739,3341,Alerta
1579,1510,Crítico
682,1255,Crítico
103,1993,Aceptable
312,3917,Aceptable
1783,2030,Crítico
267,2886,Aceptable
1598,4385,Crítico
630,1372,Crítico
343,2043,Aceptable
447,2133,Alerta
1181,1375,Crítico
108,1161,Aceptable
1600,2736,Crítico
1437,4953,Alerta
793,2645,Alerta
395,4318,Aceptable
325,2779,Aceptable
1714,1325,Crítico
508,2371,Alerta
402,3350,Aceptable
969,2923,Alerta
450,3732,Aceptable
486,3508,Aceptable
786,4575,Aceptable
212,1590,Aceptable
797,4519,Aceptable
1721,3440,Crítico
65,4756,Aceptable
763,2519,Alerta
1669,3028,Crítico
177,2645,Aceptable
632,1690,Crítico
815,2787,Alerta
660,1627,Crítico
1525,3511,Crítico
1612,3834,Crítico
309,1001,Alerta
825,4514,Aceptable
1400,2692,Crítico
745,2684,Alerta
684,4095,Aceptable
1372,3181,Crítico
1458,3085,Crítico
1383,4089,Alerta
802,4031,Aceptable
1238,4433,Alerta
199,3038,Aceptable
693,1351,Crítico
1100,4296,Alerta
186,4589,Aceptable
912,4943,Aceptable
1459,1423,Crítico
388,2611,Aceptable
1316,4107,Alerta
794,2637,Alerta
1181,4925,Alerta
70,3515,Aceptable
162,1908,Aceptable
1248,1264,Crítico
131,1106,Aceptable
529,4216,Aceptable
589,4581,Aceptable
452,3856,Aceptable
867,3993,Alerta
244,3937,Aceptable
1143,4728,Alerta
1387,3565,Crítico
639,2635,Alerta
427,3917,Aceptable
1087,3710,Alerta
1148,1967,Crítico
362,1188,Alerta
1182,3308,Crítico
181,2971,Aceptable
1734,4287,Crítico
824,3142,Alerta
993,1868,Crítico
715,4187,Aceptable
368,4653,Aceptable
785,1633,Crítico
1681,2037,Crítico
871,3938,Alerta
1716,3626,Crítico
1537,1418,Crítico
525,3529,Aceptable
1701,4623,Crítico
598,2083,Alerta
1035,4880,Alerta
900,4273,Alerta
200,1893,Aceptable
1714,3586,Crítico
163,3000,Aceptable
1042,4240,Alerta
219,3600,Aceptable
1388,3730,Crítico
379,1681,Alerta
1575,4429,Crítico
1194,2840,Crítico
442,4700,Aceptable
88,1018,Aceptable
263,4409,Aceptable
993,1301,Crítico
1691,1337,Crítico
49,4724,Aceptable
659,3966,Aceptable
321,4723,Aceptable
719,1760,Crítico
8,1373,Aceptable
1267,2286,Crítico
180,2872,Aceptable
1681,1360,Crítico
1344,3941,Alerta
818,2106,Crítico
308,4358,Aceptable
384,3178,Aceptable
994,3199,Alerta
1362,4879,Alerta
259,4007,Aceptable
1212,1955,Crítico
1624,3592,Crítico
615,1773,Alerta
116,4255,Aceptable
59,1068,Aceptable
1414,2299,Crítico
1460,3352,Crítico
1359,3766,Crítico
256,1712,Aceptable
