Gasto,Ingreso,Nivel de Riesgo
385,4039,Aceptable
1243,4818,Aceptable
1636,3068,Crítico
411,3817,Aceptable
2257,2863,Crítico
1703,1794,Crítico
1420,3956,Alerta
921,2636,Aceptable
366,3125,Aceptable
1756,4708,Alerta
385,4686,Aceptable
2063,2099,Crítico
1186,3922,Aceptable
2493,4008,Crítico
991,3128,Aceptable
1229,1776,Crítico
1216,2767,Alerta
1314,3275,Alerta
2434,3746,Crítico
1171,3854,Aceptable
1734,4162,Alerta
472,1964,Aceptable
307,3668,Aceptable
748,3710,Aceptable
1262,3401,Alerta
2372,4038,Crítico
1901,3384,Crítico
1567,1196,Crítico
1146,3858,Aceptable
1531,3752,Alerta
1528,3568,Alerta
2007,2592,Crítico
2215,2724,Crítico
1330,2454,Crítico
309,3539,Aceptable
448,2113,Aceptable
2334,3668,Crítico
1797,3194,Crítico
1386,3293,Alerta
1149,1873,Crítico
1786,4271,Alerta
137,1697,Aceptable
2191,4226,Crítico
1307,4186,Aceptable
2211,3435,Crítico
675,3220,Aceptable
334,3750,Aceptable
1776,4433,Alerta
1346,2187,Crítico
1058,3024,Aceptable
912,1326,Crítico
2098,1136,Crítico
1306,2674,Alerta
877,2528,Aceptable
1570,3690,Alerta
611,2947,Aceptable
1459,3874,Alerta
1878,4716,Alerta
376,3303,Aceptable
731,1725,Alerta
748,3158,Aceptable
756,3025,Aceptable
1285,1222,Crítico
792,2999,Aceptable
490,4993,Aceptable
2218,2237,Crítico
1673,2180,Crítico
1289,4277,Aceptable
973,1771,Crítico
31,1019,Aceptable
1501,2959,Crítico
1812,3117,Crítico
1095,2498,Alerta
408,3397,Aceptable
82,2481,Aceptable
1249,2163,Crítico
865,1087,Crítico
1361,1718,Crítico
241,3210,Aceptable
2218,3034,Crítico
2490,1756,Crítico
495,3162,Aceptable
557,1020,Crítico
1884,1327,Crítico
495,4742,Aceptable
987,3904,Aceptable
1231,3731,Aceptable
2310,3622,Crítico
2442,1391,Crítico
1296,2800,Alerta
2446,2627,Crítico
252,1015,Aceptable
1173,3125,Alerta
1894,4651,Alerta
2471,3569,Crítico
1382,3034,Alerta
805,3912,Aceptable
1821,3814,Alerta
27,4198,Aceptable
1425,1750,Crítico
595,2165,Aceptable
2142,2842,Crítico
2199,2843,Crítico
1579,4920,Aceptable
668,1275,Crítico
1340,4673,Aceptable
767,4402,Aceptable
2340,3569,Crítico
58,3944,Aceptable
2445,3318,Crítico
2452,4014,Crítico
196,2046,Aceptable
195,3497,Aceptable
1321,3974,Aceptable
1376,3293,Alerta
1624,2736,Crítico
2046,4862,Alerta
2415,4288,Crítico
2220,2118,Crítico
538,3914,Aceptable
473,1056,Alerta
1775,1680,Crítico
1636,2197,Crítico
1429,3791,Alerta
385,3117,Aceptable
667,1327,Crítico
1792,4935,Alerta
2441,3003,Crítico
485,2665,Aceptable
2106,2505,Crítico
1648,3262,Crítico
957,1095,Crítico
1452,1547,Crítico
1216,3031,Alerta
900,2775,Aceptable
1324,1972,Crítico
1905,3326,Crítico
1556,2966,Crítico
571,1251,Alerta
892,4901,Aceptable
497,1937,Aceptable
744,2658,Aceptable
131,4875,Aceptable
838,4789,Aceptable
54,2319,Aceptable
832,3369,Aceptable
1961,3049,Crítico
871,4626,Aceptable
1020,4949,Aceptable
1010,3137,Aceptable
1464,2987,Alerta
313,3148,Aceptable
1488,3656,Alerta
1968,1138,Crítico
1603,3356,Alerta
1119,4443,Aceptable
1207,4477,Aceptable
808,2800,Aceptable
1062,4549,Aceptable
635,4765,Aceptable
139,3126,Aceptable
196,1690,Aceptable
535,3082,Aceptable
812,3228,Aceptable
1264,2776,Alerta
2056,4250,Alerta
652,4374,Aceptable
1866,1501,Crítico
1181,2536,Alerta
1129,3989,Aceptable
1478,1118,Crítico
155,3737,Aceptable
1949,1463,Crítico
1302,2489,Crítico
1547,4904,Aceptable
850,2600,Aceptable
2087,2135,Crítico
659,1400,Alerta
670,1830,Alerta
578,2287,Aceptable
2343,4158,Crítico
717,4993,Aceptable
1709,1063,Crítico
2340,1138,Crítico
1499,2414,Crítico
532,3591,Aceptable
1381,2215,Crítico
1590,2077,Crítico
1544,4535,Aceptable
2490,1433,Crítico
2072,2527,Crítico
1318,3373,Alerta
1076,2645,Alerta
1126,2640,Alerta
1779,4783,Alerta
1762,3379,Crítico
2418,4263,Crítico
4,4781,Aceptable
952,1849,Crítico
1787,1219,Crítico
1631,1698,Crítico
1420,4847,Aceptable
594,2241,Aceptable
2237,3910,Crítico
1079,1176,Crítico
2192,4090,Crítico
742,1499,Alerta
1551,1222,Crítico
464,4823,Aceptable
893,2004,Alerta
1253,2067,Crítico
27,2959,Aceptable
931,2232,Alerta
1959,4915,Alerta
1658,4394,Alerta
1841,4853,Alerta
152,2303,Aceptable
967,1901,Crítico
1203,3517,Aceptable
1394,3034,Alerta
543,4830,Aceptable
2277,1827,Crítico
1584,2101,Crítico
1104,3203,Aceptable
1971,4381,Alerta
969,2278,Alerta
1341,4817,Aceptable
311,3043,Aceptable
1204,2763,Alerta
88,2777,Aceptable
2060,3351,Crítico
2134,1741,Crítico
92,4618,Aceptable
766,1132,Crítico
2197,4956,Alerta
1057,2003,Crítico
763,3309,Aceptable
1439,4228,Aceptable
1622,1178,Crítico
1615,4527,Alerta
1169,4774,Aceptable
1386,4168,Aceptable
1751,1812,Crítico
2181,4315,Crítico
291,3411,Aceptable
240,3304,Aceptable
565,3812,Aceptable
1939,1292,Crítico
1615,3840,Alerta
1792,2183,Crítico
1103,1880,Crítico
1913,1181,Crítico
1486,1486,Crítico
930,3243,Aceptable
2447,1491,Crítico
1622,1472,Crítico
115,4119,Aceptable
2340,4133,Crítico
2479,2247,Crítico
1721,4863,Alerta
1522,2035,Crítico
712,2922,Aceptable
1775,3184,Crítico
1506,2390,Crítico
342,1044,Aceptable
62,3450,Aceptable
215,3904,Aceptable
1045,4620,Aceptable
1850,2139,Crítico
1082,3464,Aceptable
1504,2147,Crítico
574,4871,Aceptable
561,1752,Aceptable
1891,4035,Alerta
1488,3724,Alerta
683,1115,Crítico
1965,3387,Crítico
1677,1132,Crítico
1364,3447,Alerta
2426,3132,Crítico
670,4026,Aceptable
843,2831,Aceptable
1411,2845,Alerta
716,4347,Aceptable
1577,3015,Crítico
582,2543,Aceptable
2119,2196,Crítico
1348,2231,Crítico
2372,4617,Crítico
305,3373,Aceptable
949,3361,Aceptable
896,2614,Aceptable
1241,1278,Crítico
430,1365,Aceptable
409,2279,Aceptable
307,3038,Aceptable
866,1981,Alerta
1508,4304,Alerta
154,1533,Aceptable
443,3137,Aceptable
2283,2009,Crítico
1221,2609,Alerta
2434,3647,Crítico
2492,4412,Crítico
2399,2110,Crítico
1232,4978,Aceptable
1926,4391,Alerta
2025,4944,Alerta
41,3872,Aceptable
839,1281,Crítico
1116,1327,Crítico
262,3311,Aceptable
452,4836,Aceptable
2484,4601,Crítico
883,4971,Aceptable
2028,2421,Crítico
79,2595,Aceptable
327,2527,Aceptable
115,4444,Aceptable
2172,3063,Crítico
1971,4275,Alerta
2171,4695,Alerta
2120,3555,Crítico
1731,2128,Crítico
2014,2168,Crítico
1869,1256,Crítico
36,4397,Aceptable
459,2244,Aceptable
395,2917,Aceptable
2258,4682,Alerta
1964,4366,Alerta
1638,1047,Crítico
751,3752,Aceptable
1626,4408,Alerta
2236,1319,Crítico
931,2680,Aceptable
553,4290,Aceptable
395,4786,Aceptable
916,4643,Aceptable
2012,3207,Crítico
1124,4830,Aceptable
476,1204,Alerta
2079,1242,Crítico
885,4081,Aceptable
1262,1386,Crítico
1165,3399,Aceptable
2448,3692,Crítico
706,1126,Crítico
630,4325,Aceptable
833,1918,Alerta
524,3988,Aceptable
1151,3519,Aceptable
1472,4486,Aceptable
1838,4713,Alerta
767,4917,Aceptable
1101,2970,Alerta
2394,2555,Crítico
2280,1004,Crítico
582,3154,Aceptable
1979,2904,Crítico
1138,1064,Crítico
117,2827,Aceptable
814,2829,Aceptable
1263,1866,Crítico
2302,3953,Crítico
1339,1034,Crítico
405,1077,Alerta
1527,2061,Crítico
2038,2173,Crítico
1811,3146,Crítico
479,2903,Aceptable
8,2095,Aceptable
572,4779,Aceptable
590,4406,Aceptable
168,2431,Aceptable
246,4573,Aceptable
2429,2058,Crítico
97,4297,Aceptable
2250,1602,Crítico
2371,1769,Crítico
857,2718,Aceptable
317,4870,Aceptable
1227,2754,Alerta
1347,2334,Crítico
1174,2632,Alerta
906,1229,Crítico
1640,2236,Crítico
2144,4920,Alerta
862,2564,Aceptable
283,1605,Aceptable
370,1499,Aceptable
2316,4865,Alerta
2173,2480,Crítico
1562,3514,Alerta
1602,1234,Crítico
975,2715,Alerta
653,3970,Aceptable
1232,3574,Aceptable
2289,4595,Alerta
895,2072,Alerta
876,3509,Aceptable
1727,2185,Crítico
753,3086,Aceptable
2133,2543,Crítico
2438,1342,Crítico
1084,1841,Crítico
1530,2778,Crítico
1089,4944,Aceptable
52,3217,Aceptable
35,3390,Aceptable
446,2198,Aceptable
472,1412,Aceptable
1431,3199,Alerta
376,2916,Aceptable
2204,1744,Crítico
137,1492,Aceptable
2476,4862,Crítico
2192,3501,Crítico
473,4588,Aceptable
1196,1179,Crítico
2357,4203,Crítico
1547,1880,Crítico
828,1404,Crítico
34,4919,Aceptable
2344,2863,Crítico
2490,3095,Crítico
126,4590,Aceptable
1245,1186,Crítico
716,2761,Aceptable
1237,2947,Alerta
1389,4890,Aceptable
2413,4734,Crítico
1417,3119,Alerta
1384,1244,Crítico
1158,1743,Crítico
966,1596,Crítico
1457,3141,Alerta
564,4817,Aceptable
2025,1415,Crítico
235,3354,Aceptable
801,2441,Aceptable
1249,1076,Crítico
90,2495,Aceptable
65,3563,Aceptable
1363,4252,Aceptable
705,2062,Aceptable
689,3250,Aceptable
402,3589,Aceptable
998,4555,Aceptable
28,1250,Aceptable
1670,3089,Crítico
692,1281,Crítico
1514,3941,Alerta
1263,3539,Alerta
2477,3813,Crítico
869,1302,Crítico
558,2334,Aceptable
153,1951,Aceptable
368,1157,Aceptable
2106,3387,Crítico
2116,4702,Alerta
657,1258,Crítico
1507,2125,Crítico
2382,3553,Crítico
1417,4021,Alerta
2224,2677,Crítico
259,3356,Aceptable
1007,1564,Crítico
1705,2679,Crítico
2233,4560,Alerta
132,1890,Aceptable
1100,4945,Aceptable
1509,2701,Crítico
2063,3203,Crítico
160,3337,Aceptable
569,2480,Aceptable
1012,3410,Aceptable
700,4107,Aceptable
1282,3133,Alerta
811,2252,Alerta
2399,4203,Crítico
245,4008,Aceptable
2489,4376,Crítico
1897,2176,Crítico
1129,4871,Aceptable
2275,4103,Crítico
1703,2847,Crítico
1147,4736,Aceptable
483,3379,Aceptable
2239,4980,Alerta
501,2754,Aceptable
1442,2235,Crítico
2001,4832,Alerta
728,4419,Aceptable
2150,1507,Crítico
1990,2400,Crítico
2154,4698,Alerta
121,3025,Aceptable
251,2077,Aceptable
649,1603,Alerta
441,1284,Aceptable
469,2106,Aceptable
500,2415,Aceptable
2152,1581,Crítico
698,2558,Aceptable
588,2224,Aceptable
132,4233,Aceptable
877,2982,Aceptable
561,3067,Aceptable
1097,1988,Crítico
482,2989,Aceptable
1418,1960,Crítico
893,4704,Aceptable
1166,3870,Aceptable
2093,3002,Crítico
2337,1192,Crítico
2393,2316,Crítico
610,3333,Aceptable
632,1104,Crítico
647,1751,Alerta
775,2012,Alerta
285,3061,Aceptable
1643,4513,Alerta
1052,3979,Aceptable
1753,2046,Crítico
2061,2755,Crítico
1615,1648,Crítico
110,4518,Aceptable
759,4428,Aceptable
2406,2432,Crítico
1269,2728,Alerta
2147,2830,Crítico
2437,4019,Crítico
1772,1261,Crítico
383,4998,Aceptable
1140,2715,Alerta
1695,2558,Crítico
405,4908,Aceptable
630,1892,Aceptable
336,4981,Aceptable
2116,4816,Alerta
2330,4895,Alerta
382,3111,Aceptable
1906,3926,Alerta
184,1644,Aceptable
1982,3989,Alerta
776,3496,Aceptable
151,1188,Aceptable
825,1669,Alerta
41,2444,Aceptable
551,4359,Aceptable
1898,1746,Crítico
129,1765,Aceptable
1023,3015,Aceptable
1498,1483,Crítico
502,1677,Aceptable
2483,1347,Crítico
744,2172,Aceptable
1023,1783,Crítico
1550,1196,Crítico
1070,1863,Crítico
1743,1084,Crítico
248,3851,Aceptable
2485,1973,Crítico
546,1228,Alerta
1159,2449,Alerta
549,4483,Aceptable
2020,1529,Crítico
1663,4111,Alerta
1233,1104,Crítico
1420,3043,Alerta
2274,3535,Crítico
639,3740,Aceptable
1590,4539,Alerta
2313,3368,Crítico
1265,3081,Alerta
2468,2738,Crítico
633,4740,Aceptable
296,3528,Aceptable
1059,1701,Crítico
662,4680,Aceptable
1081,4191,Aceptable
1924,2097,Crítico
1480,2047,Crítico
2028,2837,Crítico
718,4273,Aceptable
511,3906,Aceptable
908,3375,Aceptable
2144,1483,Crítico
735,2964,Aceptable
662,1918,Aceptable
594,2114,Aceptable
877,4504,Aceptable
2210,4658,Alerta
2006,3889,Crítico
689,2047,Aceptable
2336,2990,Crítico
1862,2814,Crítico
2314,1428,Crítico
2144,3346,Crítico
393,1335,Aceptable
837,2377,Alerta
1218,3651,Aceptable
146,2548,Aceptable
961,2169,Alerta
2160,1730,Crítico
2034,1230,Crítico
314,2083,Aceptable
1203,4773,Aceptable
2247,2037,Crítico
380,3570,Aceptable
306,4399,Aceptable
1151,4750,Aceptable
2318,4268,Crítico
1608,2966,Crítico
2391,2117,Crítico
1835,1580,Crítico
2278,1124,Crítico
1217,4298,Aceptable
333,2178,Aceptable
1255,2449,Crítico
1680,1995,Crítico
2375,2692,Crítico
1766,3161,Crítico
999,3666,Aceptable
2183,4144,Crítico
1648,4104,Alerta
1485,2765,Crítico
676,3059,Aceptable
1178,4758,Aceptable
1773,3249,Crítico
1730,3255,Crítico
2189,3224,Crítico
1054,3479,Aceptable
109,1328,Aceptable
1052,2347,Alerta
1017,4934,Aceptable
0,2369,Aceptable
785,3687,Aceptable
1213,3301,Alerta
677,1405,Alerta
859,1285,Crítico
2492,2046,Crítico
2111,3120,Crítico
1390,4317,Aceptable
440,3040,Aceptable
1725,1259,Crítico
1375,2790,Alerta
1442,4570,Aceptable
2232,3139,Crítico
2248,2637,Crítico
629,4853,Aceptable
15,3938,Aceptable
926,2373,Alerta
2410,2156,Crítico
2422,2739,Crítico
586,1751,Aceptable
396,3185,Aceptable
1218,2093,Crítico
893,1008,Crítico
1708,3384,Crítico
2165,1573,Crítico
277,2661,Aceptable
224,3822,Aceptable
1158,3176,Alerta
2197,1530,Crítico
2227,3682,Crítico
651,1268,Crítico
356,1188,Aceptable
2124,3657,Crítico
1021,4123,Aceptable
470,3362,Aceptable
489,4197,Aceptable
709,3653,Aceptable
2218,2466,Crítico
1928,4375,Alerta
2093,3045,Crítico
742,1228,Crítico
156,3908,Aceptable
2016,3193,Crítico
1395,4418,Aceptable
336,2031,Aceptable
573,3988,Aceptable
618,3692,Aceptable
2005,2954,Crítico
1546,2102,Crítico
933,3116,Aceptable
759,4256,Aceptable
819,4787,Aceptable
290,2774,Aceptable
1275,4086,Aceptable
678,3838,Aceptable
707,3263,Aceptable
2172,2134,Crítico
309,1651,Aceptable
864,4110,Aceptable
2309,3901,Crítico
558,1565,Alerta
2331,4196,Crítico
989,1163,Crítico
628,2793,Aceptable
2097,1871,Crítico
2338,3264,Crítico
2476,2592,Crítico
1703,3496,Alerta
2450,1503,Crítico
51,1804,Aceptable
550,1698,Aceptable
2093,1204,Crítico
1605,2537,Crítico
995,4496,Aceptable
283,3368,Aceptable
1077,1443,Crítico
2158,2054,Crítico
2153,2176,Crítico
2472,2030,Crítico
2113,3594,Crítico
1760,2724,Crítico
228,2822,Aceptable
1325,3152,Alerta
507,4548,Aceptable
588,4714,Aceptable
1241,4277,Aceptable
2256,2225,Crítico
1087,1078,Crítico
2268,2556,Crítico
366,4776,Aceptable
889,4554,Aceptable
1501,4363,Aceptable
2018,1858,Crítico
285,3883,Aceptable
688,4595,Aceptable
2307,4656,Alerta
43,4175,Aceptable
255,4514,Aceptable
203,4641,Aceptable
952,2678,Alerta
1101,3960,Aceptable
988,4901,Aceptable
1320,4705,Aceptable
231,3536,Aceptable
182,4361,Aceptable
2487,3750,Crítico
415,3430,Aceptable
616,3853,Aceptable
71,3986,Aceptable
1849,1224,Crítico
626,3538,Aceptable
2009,2980,Crítico
1006,4023,Aceptable
636,4104,Aceptable
2,2985,Aceptable
1379,3548,Alerta
17,2400,Aceptable
921,1110,Crítico
1787,3310,Crítico
1325,1083,Crítico
815,3129,Aceptable
752,1651,Alerta
1797,1002,Crítico
844,4065,Aceptable
1435,3956,Alerta
2440,1592,Crítico
1768,1339,Crítico
568,3175,Aceptable
2115,3702,Crítico
2382,3210,Crítico
219,4158,Aceptable
398,3971,Aceptable
2291,4324,Crítico
2264,1255,Crítico
200,4156,Aceptable
1117,4082,Aceptable
2391,3033,Crítico
1753,1446,Crítico
31,1023,Aceptable
369,4699,Aceptable
1797,3713,Alerta
1439,4206,Aceptable
587,2757,Aceptable
1829,3132,Crítico
1262,2592,Alerta
58,3715,Aceptable
1914,1118,Crítico
390,1472,Aceptable
377,3161,Aceptable
1318,3400,Alerta
2495,4164,Crítico
637,1731,Alerta
1526,1159,Crítico
1780,4444,Alerta
2259,4874,Alerta
1574,4033,Alerta
271,1116,Aceptable
1956,4741,Alerta
1082,3766,Aceptable
2360,2886,Crítico
1970,4954,Alerta
872,1659,Crítico
1095,3134,Aceptable
817,2899,Aceptable
1734,1864,Crítico
712,1422,Crítico
524,3425,Aceptable
932,3392,Aceptable
93,3596,Aceptable
1421,2567,Crítico
1085,2601,Alerta
1628,3933,Alerta
1854,3468,Crítico
236,3696,Aceptable
2230,1842,Crítico
1064,2159,Alerta
2043,1173,Crítico
1792,1208,Crítico
1679,2263,Crítico
370,4092,Aceptable
105,3867,Aceptable
1961,3048,Crítico
2371,2764,Crítico
2030,2336,Crítico
1662,1648,Crítico
1217,3514,Aceptable
924,3187,Aceptable
1717,3203,Crítico
2051,1137,Crítico
1673,4210,Alerta
1267,2874,Alerta
2243,3629,Crítico
380,2882,Aceptable
681,4093,Aceptable
348,2918,Aceptable
1633,3905,Alerta
2141,3844,Crítico
2114,2892,Crítico
0,3338,Aceptable
1269,4052,Aceptable
1976,1541,Crítico
1194,4640,Aceptable
2211,3487,Crítico
840,1121,Crítico
181,3506,Aceptable
609,4231,Aceptable
1703,4799,Alerta
1177,4198,Aceptable
2419,2473,Crítico
451,3111,Aceptable
1928,4853,Alerta
2234,4514,Alerta
70,3742,Aceptable
1024,1607,Crítico
1544,3565,Alerta
1084,3484,Aceptable
380,4657,Aceptable
532,2237,Aceptable
413,1491,Aceptable
1480,4849,Aceptable
1303,2578,Crítico
2329,2466,Crítico
1176,3238,Alerta
1344,3801,Alerta
950,3090,Aceptable
502,4599,Aceptable
2,1393,Aceptable
242,3553,Aceptable
254,1547,Aceptable
725,1066,Crítico
1046,1797,Crítico
890,1974,Alerta
311,2587,Aceptable
1575,2277,Crítico
1854,3383,Crítico
2316,4056,Crítico
1245,2690,Alerta
1771,3225,Crítico
1678,1599,Crítico
380,4169,Aceptable
689,1813,Alerta
1674,2384,Crítico
2445,3216,Crítico
1956,3126,Crítico
144,2297,Aceptable
685,3102,Aceptable
1739,4041,Alerta
263,1809,Aceptable
457,2374,Aceptable
975,2575,Alerta
1681,3742,Alerta
35,3616,Aceptable
2052,1211,Crítico
1640,1161,Crítico
1683,1551,Crítico
866,4731,Aceptable
2385,2633,Crítico
567,3499,Aceptable
2111,1063,Crítico
448,3540,Aceptable
2077,3782,Crítico
1287,4642,Aceptable
2094,4919,Alerta
768,1298,Crítico
1886,4100,Alerta
1404,2772,Crítico
1538,1469,Crítico
1171,4931,Aceptable
1757,3168,Crítico
2407,4728,Crítico
376,2413,Aceptable
1495,4823,Aceptable
292,1839,Aceptable
185,1223,Aceptable
392,2311,Aceptable
1089,4359,Aceptable
90,3903,Aceptable
2408,3749,Crítico
376,3207,Aceptable
260,4111,Aceptable
2410,3623,Crítico
380,1127,Aceptable
2373,1612,Crítico
1252,3309,Alerta
1641,2725,Crítico
2113,2483,Crítico
659,3986,Aceptable
1848,2389,Crítico
199,1776,Aceptable
29,3664,Aceptable
297,1757,Aceptable
549,2305,Aceptable
1728,2203,Crítico
362,4171,Aceptable
2112,3891,Crítico
1476,1271,Crítico
2390,3088,Crítico
2301,1339,Crítico
1162,2794,Alerta
775,4571,Aceptable
14,1050,Aceptable
1742,4528,Alerta
733,4901,Aceptable
1645,2306,Crítico
701,1860,Alerta
210,4367,Aceptable
1546,4228,Alerta
1034,3974,Aceptable
1781,3945,Alerta
50,4196,Aceptable
1640,1401,Crítico
677,4523,Aceptable
130,4996,Aceptable
279,2736,Aceptable
2326,1801,Crítico
919,3546,Aceptable
1360,3305,Alerta
2055,3407,Crítico
1188,3365,Alerta
293,3328,Aceptable
566,1656,Aceptable
2126,4200,Crítico
880,2125,Alerta
89,1952,Aceptable
2229,3027,Crítico
1766,4989,Alerta
552,3628,Aceptable
1821,3734,Alerta
2006,2257,Crítico
2087,3363,Crítico
156,1313,Aceptable
1146,3919,Aceptable
193,3513,Aceptable
1513,2650,Crítico
1234,1657,Crítico
1180,1881,Crítico
92,3309,Aceptable
2310,4126,Crítico
742,3990,Aceptable
942,4352,Aceptable
1808,1709,Crítico
486,3118,Aceptable
2380,1098,Crítico
112,2281,Aceptable
2117,1248,Crítico
546,1965,Aceptable
269,3408,Aceptable
794,2833,Aceptable
1501,2990,Crítico
237,1451,Aceptable
957,4664,Aceptable
2315,2157,Crítico
2480,4761,Crítico
163,4871,Aceptable
1344,1572,Crítico
73,2268,Aceptable
1909,2781,Crítico
181,4451,Aceptable
404,4882,Aceptable
795,4889,Aceptable
488,3960,Aceptable
389,3323,Aceptable
518,1517,Aceptable
562,1099,Crítico
344,1712,Aceptable
533,1041,Crítico
960,1866,Crítico
872,4351,Aceptable
1442,2714,Crítico
1248,4790,Aceptable
984,3371,Aceptable
1953,3163,Crítico
552,3764,Aceptable
1243,3817,Aceptable
1121,3434,Aceptable
32,2998,Aceptable
2088,3659,Crítico
983,2151,Alerta
589,4913,Aceptable
1566,1087,Crítico
825,1798,Alerta
188,2994,Aceptable
1645,3204,Crítico
863,1809,Alerta
2103,3065,Crítico
229,1774,Aceptable
1077,4992,Aceptable
1229,1620,Crítico
1654,2891,Crítico
2311,4765,Alerta
1546,3948,Alerta
1563,1820,Crítico
2403,1962,Crítico
2279,4876,Alerta
2243,1405,Crítico
1055,4723,Aceptable
201,1829,Aceptable
2124,4724,Alerta
1593,3015,Crítico
1176,4882,Aceptable
541,1809,Aceptable
464,3471,Aceptable
1144,2745,Alerta
673,2663,Aceptable
825,3212,Aceptable
1844,4613,Alerta
1683,4456,Alerta
2084,2983,Crítico
1153,2221,Crítico
442,2870,Aceptable
2498,4410,Crítico
2494,2656,Crítico
1720,1901,Crítico
2158,3995,Crítico
2391,1627,Crítico
303,4069,Aceptable
1561,3474,Alerta
1616,2145,Crítico
749,4362,Aceptable
1367,1825,Crítico
606,4144,Aceptable
2285,2437,Crítico
1332,4557,Aceptable
265,3147,Aceptable
1846,4656,Alerta
197,3448,Aceptable
961,1271,Crítico
47,3611,Aceptable
1727,2553,Crítico
1511,2014,Crítico
2062,4278,Alerta
1680,4697,Alerta
464,1931,Aceptable
2095,3707,Crítico
1995,2320,Crítico
642,4276,Aceptable
1145,2809,Alerta
1780,1963,Crítico
231,1611,Aceptable
1264,4178,Aceptable
269,2811,Aceptable
409,2296,Aceptable
1564,4889,Aceptable
2120,2574,Crítico
878,3361,Aceptable
2490,2689,Crítico
1458,3472,Alerta
179,2041,Aceptable
1,3303,Aceptable
2291,1135,Crítico
1515,3005,Crítico
2120,1953,Crítico
325,4796,Aceptable
1994,2265,Crítico
496,3686,Aceptable
868,3935,Aceptable
1132,4853,Aceptable
628,4442,Aceptable
546,3779,Aceptable
2155,2073,Crítico
1627,3955,Alerta
1656,3519,Alerta
1894,1591,Crítico
1308,4573,Aceptable
1930,1768,Crítico
709,4699,Aceptable
687,1445,Alerta
45,2033,Aceptable
782,4513,Aceptable
1446,4743,Aceptable
2404,2953,Crítico
1874,1463,Crítico
493,3658,Aceptable
2372,2265,Crítico
1372,4981,Aceptable
2386,4158,Crítico
303,1175,Aceptable
345,1839,Aceptable
1951,1020,Crítico
479,2302,Aceptable
1898,3830,Alerta
211,1842,Aceptable
1195,2871,Alerta
1488,2644,Crítico
1215,2161,Crítico
248,2917,Aceptable
90,2834,Aceptable
1047,4685,Aceptable
387,1044,Alerta
1569,2155,Crítico
301,3463,Aceptable
107,4507,Aceptable
923,1916,Alerta
1582,4939,Aceptable
1787,4156,Alerta
223,4390,Aceptable
2130,3922,Crítico
427,2036,Aceptable
249,4043,Aceptable
1822,1590,Crítico
1946,1772,Crítico
476,1653,Aceptable
945,2137,Alerta
1897,2857,Crítico
2468,4823,Crítico
1753,4409,Alerta
1650,3050,Crítico
1752,4532,Alerta
224,2608,Aceptable
1247,2116,Crítico
788,3275,Aceptable
202,2506,Aceptable
1605,4233,Alerta
2057,2271,Crítico
437,1129,Alerta
1148,3669,Aceptable
854,3511,Aceptable
2302,2047,Crítico
855,4027,Aceptable
1430,3034,Alerta
1483,3703,Alerta
288,2058,Aceptable
500,3713,Aceptable
753,1392,Crítico
951,2128,Alerta
1889,2177,Crítico
889,3512,Aceptable
2199,2448,Crítico
2027,3017,Crítico
1586,3489,Alerta
2321,3821,Crítico
896,3484,Aceptable
1271,4341,Aceptable
1508,3983,Alerta
1217,2674,Alerta
520,3948,Aceptable
2430,3109,Crítico
880,2806,Aceptable
1563,4418,Alerta
119,2600,Aceptable
366,4289,Aceptable
2030,1537,Crítico
819,1241,Crítico
2205,2413,Crítico
1786,1874,Crítico
56,2061,Aceptable
1294,3348,Alerta
1465,3392,Alerta
1503,2956,Crítico
441,4875,Aceptable
982,2657,Alerta
29,3211,Aceptable
166,1765,Aceptable
1147,3257,Alerta
1600,4510,Alerta
435,3886,Aceptable
1468,2814,Crítico
1715,4729,Alerta
1660,4311,Alerta
268,2752,Aceptable
1689,2365,Crítico
2190,1463,Crítico
2302,2732,Crítico
350,3787,Aceptable
2071,4180,Alerta
2279,1623,Crítico
240,4170,Aceptable
1356,1341,Crítico
1647,1287,Crítico
854,3416,Aceptable
980,4630,Aceptable
1805,3839,Alerta
1839,2059,Crítico
2095,4865,Alerta
2045,1575,Crítico
195,1824,Aceptable
1154,3134,Alerta
1960,2713,Crítico
105,3614,Aceptable
367,5000,Aceptable
1350,3851,Alerta
813,3454,Aceptable
859,1125,Crítico
888,3694,Aceptable
2121,4196,Crítico
1041,3400,Aceptable
2294,1520,Crítico
1823,3460,Crítico
1643,4395,Alerta
61,1214,Aceptable
609,4261,Aceptable
1303,1405,Crítico
1821,4369,Alerta
1309,4173,Aceptable
541,3637,Aceptable
98,1595,Aceptable
367,2235,Aceptable
1399,2268,Crítico
1103,2839,Alerta
207,4034,Aceptable
2320,4553,Crítico
90,2085,Aceptable
689,4462,Aceptable
2169,4467,Alerta
1583,4075,Alerta
1072,2992,Alerta
1086,4642,Aceptable
530,1318,Alerta
1316,4949,Aceptable
2013,4307,Alerta
353,1063,Aceptable
2019,3131,Crítico
1388,2683,Crítico
496,2255,Aceptable
712,1580,Alerta
1349,1404,Crítico
2204,1594,Crítico
538,3015,Aceptable
1089,4686,Aceptable
2194,1184,Crítico
684,2365,Aceptable
840,2785,Aceptable
1715,2066,Crítico
1957,3903,Crítico
1245,1713,Crítico
137,4878,Aceptable
710,1424,Alerta
2260,2079,Crítico
2017,3761,Crítico
1654,2160,Crítico
853,1721,Alerta
2459,3278,Crítico
